anmalningsalternativKod,antagningsomgangKod,titel,organisation,studieort,utbildningsniva,undervisningssprak,studietakt,undervisningstid,undervisningsform,poang,poangEnhet,valdaAmnesNamn,examinaNamn,forkunskapskrav,studieavgiftTotal,studieavgiftDelsumma,kursbeskrivningUrl,distansBeskrivning,program,ar,startvecka,anmalningskod
50301,HT2026,Arbetsterapeutprogrammet,Linköpings universitet,Norrköping,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Arbetsterapi | Hälsa och sjukvård | Rehabiliteringsvetenskap,Arbetsterapeutexamen,"Grundläggande behörighet på grundnivå samt Naturkunskap 2, Samhällskunskap 1b eller 1a1 och 1a2, Matematik 2a eller 2b eller 2c eller Matematik B. Alternativt: Grundläggande behörighet på grundnivå samt Naturkunskap nivå 2, Samhällskunskap nivå 1b eller nivå 1a2, Matematik nivå 2a eller nivå 2b eller nivå 2c.",533900,88983,https://liu.se/utbildning/program/mgat2,,True,2026,202635,HT2026-LIU-50301
41000,HT2026,Arbetsterapeutprogrammet,Karolinska institutet,Huddinge,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Arbetsterapi | Hälsa och sjukvård,Arbetsterapeutexamen | Kandidatexamen,Grundläggande behörighet,540000,90000,https://utbildning.ki.se/program/arbetsterapeutprogrammet,,True,2026,202636,HT2026-KI-41000
80515,HT2026,Arbetsterapeutprogrammet,Lunds universitet,Lund,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Arbetsterapi,Arbetsterapeutexamen,Grundläggande behörighet,525000,87500,http://www.lu.se/lubas/i-uoh-lu-VGATP/80515,,True,2026,202635,HT2026-LU-80515
75004,HT2026,Arbetsvetarprogrammet-programmet för analys och utvärdering av arbete och arbetsmarknad,Göteborgs universitet,Göteborg,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Arbetsvetenskap,Kandidatexamen,Grundläggande behörighet,318000,53000,https://www.gu.se/studera/0b07f91b-738d-11f0-b905-f7314528499c,,True,2026,202636,HT2026-GU-75004
12861,HT2026,Arbetsvetenskap,Högskolan i Halmstad,Halmstad,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Personalarbete | Arbetsvetenskap | Ledarskap och organisation | Samhälls- och beteendevetenskap,Kandidatexamen,Grundläggande behörighet,318000,53000,https://www.hh.se/rest-api/redirect-education-url/sv/2e42a786-8c8e-11f0-86ba-675da05741d8,,True,2026,202636,HT2026-HH-12861
75003,HT2026,"Arbetsvetenskap, magisterprogram",Göteborgs universitet,Göteborg,Avancerad nivå,Svenska,100,Blandade tider,Distans,"60,0",hp,Arbetsvetenskap,,Samhällsvetenskaplig kandidatexamen omfattande 180 hp. Därutöver krävs språkkunskaper motsvarande Svenska 3/Svenska B.,96000,48000,https://www.gu.se/studera/b0973384-738c-11f0-b905-f7314528499c,,True,2026,202636,HT2026-GU-75003
66836,HT2026,"Arbetsvetenskap: Karriärutveckling, magisterprogram",Malmö universitet,MALMÖ,Avancerad nivå,Svenska,50,Dagtid,Distans,"60,0",hp,Studie- och yrkesvägledning | Arbetsvetenskap | Samhällskunskap,,"Studie- och yrkesvägledarexamen eller motsvarande, med ett självständigt arbete om 15 hp.",110000,55000,https://www.mau.se/utbildningstillfalle/f5d28905-29aa-11f0-be11-0d05041c4592,,True,2026,202636,HT2026-MAU-66836
17009,MASTERHT26,Architecture and planning beyond sustainability (master's programme),Chalmers tekniska högskola,Göteborg,Avancerad nivå,Engelska,100,Dagtid,Normal,"120,0",hp,Arkitektur | Arkitektur | Samhällsbyggnadsteknik,,,420000,105000,https://www.chalmers.se/en/education/find-masters-programme/architecture-and-planning-beyond-sustainability-msc/,,True,2026,202636,MASTERHT26-CTH-17009
17001,,Architecture and Planning Beyond Sustainability (Master's Programme. Endast för Chalmersstudenter),Chalmers tekniska högskola,GÖTEBORG,Avancerad nivå,Engelska,100,Dagtid,Normal,"120,0",hp,Arkitektur | Arkitektur | Samhällsbyggnadsteknik,,,420000,105000,https://www.chalmers.se/en/education/find-masters-programme/architecture-and-planning-beyond-sustainability-msc/,,True,2026,0,-CTH-17001
05009,MASTERHT26,Architecture and urban design (master's programme),Chalmers tekniska högskola,Göteborg,Avancerad nivå,Engelska,100,Dagtid,Normal,"120,0",hp,Arkitektur | Arkitektur | Samhällsbyggnadsteknik,,,420000,105000,https://www.chalmers.se/en/education/find-masters-programme/architecture-and-urban-design-msc/,,True,2026,202636,MASTERHT26-CTH-05009
05001,,Architecture and Urban Design (Master's Programme. Endast för Chalmersstudenter),Chalmers tekniska högskola,GÖTEBORG,Avancerad nivå,Engelska,100,Dagtid,Normal,"120,0",hp,Arkitektur | Arkitektur | Samhällsbyggnadsteknik,,,420000,105000,https://www.chalmers.se/en/education/find-masters-programme/architecture-and-urban-design-msc/,,True,2026,0,-CTH-05001
P1122,HT2026,Arkeologiprogrammet,Umeå universitet,Umeå,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Humaniora | Kulturvård | Antikens kultur | Humanekologi | Antropologi | Historia | Arkeologi,Kandidatexamen,Grundläggande behörighet,289800,48300,https://www.umu.se/utbildning/program-och-kurser/09e2f815-c451-11f0-ad17-5d9f656e4e41,,True,2026,202636,HT2026-UMU-P1122
20088,HT2026,Arkeologisk praktik och teori,Göteborgs universitet,Göteborg,Avancerad nivå,Svenska,100,Dagtid,Normal,"120,0",hp,Arkeologi,,"För tillträde till programmet krävs Kandidatexamen (180 hp), eller motsvarande, inom huvudområdet Arkeologi (minst 90 hp), alternativt Kandidatexamen inom huvudområdet Kulturarv innefattande minst grund- och fortsättningskurs (60hp) inom huvudområdet Arkeologi. Dessutom krävs minst 5 hp GIS (geografiska informationssystem), eller motsvarande, förvärvat inom eller utanför kandidatexamen. Sökande måste uppvisa kunskaper i engelska, nivå 2 eller motsvarande från svensk gymnasieskola eller motsvarande nivå på ett internationellt erkänt test. Vi accepterar IELTS Academic, IELTS Online, IELTS UKVI (Academic) och IELTS One Skill Retake (Academic) samt TOEFLiBT, TOEFL iBT Home Edition och TOEFL iBT Paper Edition.",250000,62500,https://www.gu.se/studera/bfa24a12-fd20-11f0-a302-69d0ecfd4764,,True,2026,202636,HT2026-GU-20088
20061,HT2026,"Arkeologprogrammet, kandidatprogram",Göteborgs universitet,Göteborg,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Arkeologi,Kandidatexamen,Grundläggande behörighet,294000,49000,https://www.gu.se/studera/32f084c4-d6a0-11f0-b415-d312a71c4fd5,,True,2026,202636,HT2026-GU-20061
P1592,HT2026,Arkitektprogrammet,Umeå universitet,Umeå,Grund-avancerad,Engelska,100,Dagtid,Normal,"300,0",hp,Arkitektur | Samhällsplanering,Arkitektexamen,Grundläggande behörighet,1184000,118400,http://www.umu.se/utbildning/program-kurser/program/?code=TYARK,,True,2026,202636,HT2026-UMU-P1592
45000,HT2026,Arkitektur,Chalmers tekniska högskola,Göteborg,Grund-avancerad,Svenska,100,Dagtid,Normal,"300,0",hp,Fysisk planering | Humaniora | Design | Teknik i samhällsperspektiv | Arkitektur,Arkitektexamen | Kandidatexamen,Grundläggande behörighet,1050000,105000,https://www.chalmers.se/utbildning/hitta-program/arkitektur-arkitekt/,,True,2026,202636,HT2026-CTH-45000
46000,HT2026,Arkitektur och teknik (civilingenjörs- och arkitektprogram),Chalmers tekniska högskola,Göteborg,Grund-avancerad,Svenska,100,Dagtid,Normal,"300,0",hp,Humaniora | Teknik och teknisk industri | Design | Matematik | Teknik i samhällsperspektiv | Arkitektur | Samhällsbyggnadsteknik,Civilingenjörsexamen | Arkitektexamen | Kandidatexamen,Grundläggande behörighet,1050000,105000,https://www.chalmers.se/utbildning/hitta-program/arkitektur-och-teknik-arkitektcivilingenjor/,,True,2026,202636,HT2026-CTH-46000
32100,HT2026,Arkitektutbildning,Kungl. Tekniska högskolan,Stockholm,Grund-avancerad,Svenska,100,Dagtid,Normal,"300,0",hp,Teknik och teknisk industri | Arkitektur,Arkitektexamen,Grundläggande behörighet,1311000,118500,https://www.kth.se/utbildning/arkitekt/arkitektutbildning,,True,2026,202635,HT2026-KTH-32100
80040,HT2026,Arkitektutbildning,Lunds universitet,Lund,Grund-avancerad,Svenska,100,Dagtid,Normal,"300,0",hp,Arkitektur,Arkitektexamen,Grundläggande behörighet,1350000,135000,http://www.lu.se/lubas/i-uoh-lu-TAARK/80040,,True,2026,202635,HT2026-LU-80040
41080,HT2026,"Arkivarie- och informationsförvaltningsprogrammet, ämnesinriktning företagsekonomi",Södertörns högskola,Huddinge,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Humaniora | Arkivvetenskap,Kandidatexamen,Grundläggande behörighet,351000,58500,https://sh.se/study?code=P4111&lang=sv,,True,2026,202636,HT2026-SH-41080
41081,HT2026,"Arkivarie- och informationsförvaltningsprogrammet, ämnesinriktning journalistik",Södertörns högskola,Huddinge,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Humaniora | Arkivvetenskap,Kandidatexamen,Grundläggande behörighet,411300,68550,https://sh.se/study?code=P4112&lang=sv,,True,2026,202636,HT2026-SH-41081
41082,HT2026,"Arkivarie- och informationsförvaltningsprogrammet, ämnesinriktning statsvetenskap",Södertörns högskola,Huddinge,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Humaniora | Arkivvetenskap,Kandidatexamen,Grundläggande behörighet,351000,58500,https://sh.se/study?code=P4113&lang=sv,,True,2026,202636,HT2026-SH-41082
41083,HT2026,"Arkivarie- och kulturarvsprogrammet, ämnesinriktning etnologi",Södertörns högskola,Huddinge,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Humaniora | Arkivvetenskap,Kandidatexamen,Grundläggande behörighet,351000,58500,https://sh.se/study?code=P4114&lang=sv,,True,2026,202636,HT2026-SH-41083
41084,HT2026,"Arkivarie- och kulturarvsprogrammet, ämnesinriktning historia",Södertörns högskola,Huddinge,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Humaniora | Arkivvetenskap,Kandidatexamen,Grundläggande behörighet,351000,58500,https://sh.se/study?code=P4115&lang=sv,,True,2026,202636,HT2026-SH-41084
41085,HT2026,"Arkivarie- och kulturarvsprogrammet, ämnesinriktning idéhistoria",Södertörns högskola,Huddinge,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Humaniora | Arkivvetenskap,Kandidatexamen,Grundläggande behörighet,351000,58500,https://sh.se/study?code=P4116&lang=sv,,True,2026,202636,HT2026-SH-41085
41086,HT2026,"Arkivarie- och kulturarvsprogrammet, ämnesinriktning konstvetenskap",Södertörns högskola,Huddinge,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Humaniora | Arkivvetenskap,Kandidatexamen,Grundläggande behörighet,351000,58500,https://sh.se/study?code=P4117&lang=sv,,True,2026,202636,HT2026-SH-41086
41087,HT2026,"Arkivarie- och kulturarvsprogrammet, ämnesinriktning religionsvetenskap",Södertörns högskola,Huddinge,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Religionsvetenskap och teologi | Arkivvetenskap,Kandidatexamen,Grundläggande behörighet,351000,58500,https://sh.se/study?code=P4118&lang=sv,,True,2026,202636,HT2026-SH-41087
80732,HT2026,Artificiell intelligens - Kandidatprogram i datavetenskap,Karlstads universitet,Karlstad,Grundnivå,Engelska,100,Dagtid,Distans,"180,0",hp,Datateknik | Informationsteknik | Data | Datateknik | Datavetenskap,Kandidatexamen,Grundläggande behörighet,450000,75000,https://www.kau.se/utbildning/program-och-kurser/program/TGKAI?occasion=80732,,True,2026,202636,HT2026-KAU-80732
80733,HT2026,Artificiell intelligens - Kandidatprogram i datavetenskap,Karlstads universitet,Karlstad,Grundnivå,Engelska,100,Dagtid,Normal,"180,0",hp,Datateknik | Informationsteknik | Data | Datateknik | Datavetenskap,Kandidatexamen,Grundläggande behörighet,450000,75000,https://www.kau.se/utbildning/program-och-kurser/program/TGKAI?occasion=80733,,True,2026,202636,HT2026-KAU-80733
H3SEU,HT2026,Assisterande teknikprogrammet,Högskolan Dalarna,Borlänge,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Medicinsk teknik,Kandidatexamen,Grundläggande behörighet,452250,76500,http://www.du.se/redirect/programme.aspx?language=sv&code=TATPG,,True,2026,202636,HT2026-HDA-H3SEU
12002,HT2026,"Atmosfärsvetenskap, klimat och ekosystem, masterprogram",Göteborgs universitet,Göteborg,Avancerad nivå,Engelska,100,Dagtid,Normal,"120,0",hp,Miljövetenskap,,Kandidatexamen på minst 180 hp inklusive minst 120 hp i naturvetenskap innehållande minst 15 hp grundläggande kemi. Beroende på valt profilämne under vårterminen tillkommer ytterligare behörighetskrav enligt nedan: Profilämne atmosfärsvetenskap: ytterligare 15 hp kemi (totalt minst 30 hp) Profilämne klimat: minst 30 hp geovetenskaper Profilämne ekosystem: minst 30 hp biologi Dessutom krävs engelska 6 eller motsvarande kunskaper. För internationella sökande gäller de krav som beskrivs av Universityadmissions.se under English language requirements.,290000,72500,https://www.gu.se/studera/dfbce398-8710-11f0-86ba-675da05741d8,,True,2026,202636,HT2026-GU-12002
04003,HT2026,Audionomprogrammet,Göteborgs universitet,Göteborg,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Audiologi,Audionomexamen | Kandidatexamen,Grundläggande behörighet,486000,81000,https://www.gu.se/studera/5d32045d-8d59-11f0-86ba-675da05741d8,,True,2026,202636,HT2026-GU-04003
41001,HT2026,Audionomprogrammet,Karolinska institutet,Huddinge,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Hälsa och sjukvård | Audiologi,Audionomexamen | Kandidatexamen,Grundläggande behörighet,540000,90000,https://utbildning.ki.se/program/audionomprogrammet,,True,2026,202636,HT2026-KI-41001
80520,HT2026,Audionomprogrammet,Lunds universitet,Lund,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Audiologi,Audionomexamen,Grundläggande behörighet,525000,87500,http://www.lu.se/lubas/i-uoh-lu-VGAUD/80520,,True,2026,202636,HT2026-LU-80520
79610,HT2026,Audionomprogrammet (studieort Luleå),Örebro universitet,Luleå,Grundnivå,Svenska,100,Dagtid,Distans,"180,0",hp,Hälsa och sjukvård | Audiologi | Rehabiliteringsvetenskap | Akustik,Audionomexamen | Kandidatexamen,Grundläggande behörighet,427980,71330,https://www.oru.se/utbildning/program/audionomprogrammet-studieort-lulea-distans/20262,,True,2026,202636,HT2026-ORU-79610
79611,HT2026,Audionomprogrammet (studieort Umeå),Örebro universitet,Umeå,Grundnivå,Svenska,100,Dagtid,Distans,"180,0",hp,Hälsa och sjukvård | Audiologi | Rehabiliteringsvetenskap | Akustik,Audionomexamen | Kandidatexamen,Grundläggande behörighet,427980,71330,https://www.oru.se/utbildning/program/audionomprogrammet-studieort-umea-distans/20262,,True,2026,202636,HT2026-ORU-79611
79609,HT2026,Audionomprogrammet (studieort Örebro),Örebro universitet,Örebro,Grundnivå,Svenska,100,Dagtid,Distans,"180,0",hp,Hälsa och sjukvård | Audiologi | Rehabiliteringsvetenskap | Akustik,Audionomexamen | Kandidatexamen,Grundläggande behörighet,427980,71330,https://www.oru.se/utbildning/program/audionomprogrammet-studieort-orebro-distans/20262,,True,2026,202636,HT2026-ORU-79609
79608,HT2026,Audionomprogrammet (studieort Östersund),Örebro universitet,Östersund,Grundnivå,Svenska,100,Dagtid,Distans,"180,0",hp,Hälsa och sjukvård | Audiologi | Rehabiliteringsvetenskap | Akustik,Audionomexamen | Kandidatexamen,Grundläggande behörighet,427980,71330,https://www.oru.se/utbildning/program/audionomprogrammet-studieort-ostersund-distans/20262,,True,2026,202636,HT2026-ORU-79608
D2981,HT2026,Automation med AI,Mittuniversitetet,Sundsvall,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Automatiseringsteknik | Elektroteknik,Kandidatexamen,Grundläggande behörighet,429000,71500,https://www.miun.se/utbildning/6a114a78-fb53-11ef-8b2a-04ec74e04671,,True,2026,202636,HT2026-MIU-D2981
47000,HT2026,Automation och mekatronik (civilingenjörsprogram),Chalmers tekniska högskola,Göteborg,Grund-avancerad,Svenska,100,Dagtid,Normal,"300,0",hp,Datateknik | Maskinteknik | Robotik | Strömningsmekanik | Mekatronik | Elektroteknik | Inbyggda system,Civilingenjörsexamen | Kandidatexamen,Grundläggande behörighet,800000,80000,https://www.chalmers.se/utbildning/hitta-program/automation-och-mekatronik-civilingenjor/,,True,2026,202636,HT2026-CTH-47000
19130,HT2026,Automation och smarta system - Ingenjör,Högskolan i Gävle,Gävle,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Elektroteknik,Högskoleingenjörsexamen,Grundläggande behörighet,348000,58000,https://edu.hig.se/web/sv/5aaa4466-9a04-11f0-9057-117f39d847e2,,True,2026,202636,HT2026-HIG-19130
D2691,HT2026,Automationsingenjör,Mittuniversitetet,Sundsvall,Grundnivå,Svenska,100,Dagtid,Distans,"180,0",hp,Teknik och teknisk industri | Automatiseringsteknik | Elektroteknik | Miljö- och energiteknik,Högskoleingenjörsexamen,Grundläggande behörighet,378000,63000,https://www.miun.se/utbildning/c55bb4eb-fb58-11ef-8b2a-04ec74e04671,,True,2026,202636,HT2026-MIU-D2691
93980,HT2026,Automationsingenjör,Högskolan Väst,Trollhättan,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Reglerteknik | Robotik | Automatiseringsteknik | Elektroteknik | Miljö- och energiteknik,Högskoleingenjörsexamen,"Grundläggande behörighet. Du behöver också: Fysik 2, Kemi 1, Matematik 3c eller Matematik D. Eller: Fysik nivå 2, Kemi nivå 1, Matematik fort­sättning nivå 1c",360000,60000,https://www.hv.se/utbildningstillfalle?uid=/892e665a-065d-11f0-995d-ace44fd64422,,True,2026,202636,HT2026-HV-93980
52103,HT2026,Bachelor in International Economics,Jönköping University,Jönköping,Grundnivå,Engelska,100,Dagtid,Normal,"180,0",hp,Ekonomi | Nationalekonomi | Samhälls- och beteendevetenskap | Administration och förvaltning | Statistik | Finansiell ekonomi,Kandidatexamen,Grundläggande behörighet,345000,57500,http://ju.se/studera/valj-utbildning/program/program-pa-grundniva/bachelor-in-international-economics-ht2026-52103.html,,True,2026,202636,HT2026-HJ-52103
